,Gender,Age_Group,City,Smart_Phone,Tablet,Commuting_Mode,Commuting_Time,Commuting_Time_Minutes,No_of_Books_read_in_a_year,No_of_Books_read_in_a_year_Number,Start_Time_Slots,Event_Duration_Minutes_2_Weeks,Event_Duration_Minutes_3_Weeks,Event_Duration_Minutes_5_Weeks,Device_Type,Product_Running_Time,Completion_Rate_2_Weeks,Completion_Rate_5_Weeks,Genre,Subscription_Type,Membership_Duration,Average_Listening_Speed,Number_of_Audiobooks_Completed,Number_of_Audiobooks_Completed_Buckets,Number_of_Audiobooks_Purchased,Number_of_Audiobooks_Purchased_Buckets,Preferred_Listening_Time,Listening_Context,Listening_Device_Preference,Language_Preference,Accessibility_Features_Use,Download_vs_Streaming,Time_Spent_Browsing,Time_Spent_Browsing_Buckets,Genre_Exploration,Top 100 in Respective Genre,Product_Name,Publisher_Name,Product_Narrator,Number_Narrator,Repeat_Listening,Ratings_Given,Reviews_Written,Recommendations_Followed,Social_Sharing,Users_Retained_5Weeks,Engagement_Rate,Listening_Speed_Numeric
749,Male,25 - 30 years,Chennai,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Late_Night_Early_Morning,1.0,1.0,1.0,Audible for iPhone (1000),160,1.0,1.0,Religion & Spirituality,Monthly,29,1.5x,90,61 - 100 Books,41,31 - 60 Books,Evening,Working,PC,Spanish,False,Streaming,99,61 - 100 Minutes,9,In top 100,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,1,True,3,True,False,False,0,0.6870229007633588,1.5
750,Male,31 - 35 years,Bangalore,Both Phones,IOS Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Afternoon_Early_Evening,12.0,12.0,24.0,Audible for iPhone (1000),1578,1.0,2.0,Literature & Fiction,Monthly,7,1.5x,5,Less than 10,60,31 - 60 Books,Evening,Commuting,PC,German,False,Download,2,Less than 10 Minutes,7,Not in Top 100,Karna's Wife. The Outcast's Queen (Unabridged),Audible Studios,Shaheen Khan,1,True,3,False,True,False,0,0.07692307692307693,1.5
751,Male,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,Less than 15 mins,15,2 - 4 books,3,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,103,0.0,1.0,Literature & Fiction,Yearly,50,1.5x,39,31 - 60 Books,26,11- 30 Books,Afternoon,Commuting,Smart Speaker,Spanish,False,Download,2,Less than 10 Minutes,1,Not in Top 100,The Time Machine (Dramatized),"Monterey Media, Inc. (Audio Theatre)",The St. Charles Players,1,False,5,True,True,False,0,0.6,1.5
752,Male,18 - 24 years,Hyderabad,IOS,IOS Tablet,Personal/Hired/Shared 4 Wheeler,More than 2 hours,135,More than 12 books,13,Late_Night_Early_Morning,3.0,3.0,5.0,Audible for iPhone (1000),405,1.0,1.0,Mysteries & Thrillers,Per-book,31,2x,75,61 - 100 Books,17,11- 30 Books,Morning,Exercising,Tablet,English,True,Streaming,88,61 - 100 Minutes,6,Not in Top 100,The Hound of the Baskervilles: A Sherlock Holmes Novel (Unabridged),Tantor Audio,Simon Prebble,1,False,1,True,True,False,0,0.8152173913043478,2.0
753,Male,18 - 24 years,Hyderabad,Both Phones,IOS Tablet,Personal/Hired/Shared 4 Wheeler,Less than 15 mins,15,5 - 6 books,5,Morning,2.0,6.0,8.0,Audible for iPhone (1000),38,5.0,21.0,Arts & Entertainment,Per-book,52,1.25x,98,61 - 100 Books,82,61 - 100 Books,Afternoon,Relaxing,PC,German,False,Download,74,61 - 100 Minutes,7,Not in Top 100,Leadership Lessons of Steve Jobs (Unabridged),Harvard Business School,Todd Mundt,1,False,1,False,True,False,0,0.5444444444444444,1.25
754,Male,25 - 30 years,Hyderabad,Other,IOS Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Morning,1.0,1.0,2.0,Audible for iPhone (1000),453,0.0,0.0,Mysteries & Thrillers,Yearly,22,1.25x,63,61 - 100 Books,86,61 - 100 Books,Morning,Relaxing,Smart Speaker,German,True,Streaming,94,61 - 100 Minutes,3,Not in Top 100,No Country for Old Men (Unabridged),Recorded Books,Tom Stechschulte,1,True,4,True,False,True,0,0.4228187919463087,1.25
755,Male,18 - 24 years,Bangalore,Android,No Tablet,walk,Less than 15 mins,15,2 - 4 books,3,Afternoon_Early_Evening,3.0,3.0,5.0,Audible for Android,365,1.0,1.0,Parenting & Relationships,Yearly,24,1.25x,21,11- 30 Books,64,61 - 100 Books,Morning,Exercising,Tablet,Spanish,False,Download,86,61 - 100 Minutes,7,In top 100,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,1,False,3,False,True,True,0,0.24705882352941178,1.25
756,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Late_Evening_Night,12.0,19.0,31.0,Audible for Android,375,3.0,8.0,Literature & Fiction,Yearly,13,1.75x,81,61 - 100 Books,42,31 - 60 Books,Night,Commuting,Tablet,Spanish,False,Download,43,31 - 60 Minutes,9,Not in Top 100,Interpreter of Maladies (Unabridged),"HighBridge, a division of Recorded Books",Matilda Novak,1,False,3,True,False,True,0,0.6585365853658537,1.75
757,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Afternoon_Early_Evening,18.0,6.0,24.0,Audible for Android,1063,2.0,2.0,Literature & Fiction,Yearly,33,1.75x,14,11- 30 Books,17,11- 30 Books,Morning,Working,Smartphone,English,True,Streaming,95,61 - 100 Minutes,7,Not in Top 100,The Time Traveler's Wife (Unabridged),"HighBridge, a division of Recorded Books","Fred Berman, Phoebe Strole",2,False,2,False,True,False,0,0.45161290322580644,1.75
758,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for Android,1921,0.0,0.0,Literature & Fiction,Monthly,44,1.25x,61,61 - 100 Books,14,11- 30 Books,Night,Relaxing,Smartphone,German,False,Download,19,11- 30 Minutes,9,In top 100,The Fountainhead (Unabridged),"Blackstone Audio, Inc.",Christopher Hurt,1,True,5,False,True,False,0,0.8133333333333334,1.25
759,Female,25 - 30 years,Hyderabad,IOS,IOS Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Afternoon_Early_Evening,24.0,21.0,45.0,Audible for iPhone (1000),534,4.0,8.0,Biographies & Memoirs,Monthly,44,1.5x,8,Less than 10,7,Less than 10,Morning,Working,Smartphone,English,True,Download,54,31 - 60 Minutes,3,Not in Top 100,The Righteous Life. The Very Best of A. P. J. Abdul Kalam (Unabridged),Audible Studios,Manisha Sethi,1,True,2,True,True,True,0,0.5333333333333333,1.5
760,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Morning,2.0,2.0,4.0,Audible for Android,67,3.0,6.0,Social Sciences,Per-book,57,1x,10,Less than 10,6,Less than 10,Afternoon,Commuting,Tablet,English,True,Download,38,31 - 60 Minutes,5,In top 100,The Art of War (Unabridged),Audible Studios,Aidan Gillen,1,False,2,False,True,True,0,0.625,1.0
761,Male,25 - 30 years,Bangalore,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Afternoon_Early_Evening,1.0,1.0,2.0,Audible for Android,160,1.0,1.0,Parenting & Relationships,Per-book,56,1x,89,61 - 100 Books,96,61 - 100 Books,Night,Exercising,Smart Speaker,English,True,Streaming,74,61 - 100 Minutes,5,Not in Top 100,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,1,False,3,False,False,True,0,0.4810810810810811,1.0
762,Female,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Late_Evening_Night,1.0,1.0,3.0,Audible for Android,366,0.0,1.0,Biographies & Memoirs,Monthly,28,1.5x,99,61 - 100 Books,29,11- 30 Books,Night,Relaxing,Smart Speaker,French,True,Download,2,Less than 10 Minutes,5,Not in Top 100,The Autobiography of Benjamin Franklin (Unabridged),"Blackstone Audio, Inc.",Fredd Wayne,1,False,2,True,False,True,0,0.7734375,1.5
763,Female,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Morning,6.0,25.0,32.0,Audible for Android,197,3.0,16.0,Parenting & Relationships,Monthly,8,1.5x,54,31 - 60 Books,41,31 - 60 Books,Morning,Exercising,Tablet,English,True,Download,100,61 - 100 Minutes,9,Not in Top 100,"You Can Read Anyone: Never Be Fooled, Lied to, or Taken Advantage of Again (Unabridged)","Gildan Media, LLC",David J. Lieberman,1,False,4,True,True,False,0,0.5684210526315789,1.5
764,Male,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Late_Evening_Night,4.0,1.0,5.0,Audible for Android,674,1.0,1.0,Biographies & Memoirs,Per-book,19,1.75x,73,61 - 100 Books,78,61 - 100 Books,Afternoon,Relaxing,PC,French,False,Streaming,91,61 - 100 Minutes,6,Not in Top 100,Conscious Capitalism: Liberating the Heroic Spirit of Business (Unabridged),"HighBridge, a division of Recorded Books",Grover Gardner,1,True,1,False,False,False,0,0.48344370860927155,1.75
765,Male,31 - 35 years,Bangalore,Both Phones,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,5 - 6 books,5,Late_Evening_Night,22.0,0.0,22.0,Audible for Android,38,57.99999999999999,57.99999999999999,Arts & Entertainment,Per-book,48,1.5x,41,31 - 60 Books,82,61 - 100 Books,Night,Working,PC,German,False,Streaming,37,31 - 60 Minutes,4,Not in Top 100,Leadership Lessons of Steve Jobs (Unabridged),Harvard Business School,Todd Mundt,1,True,3,True,False,True,0,0.3333333333333333,1.5
766,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Morning,7.0,7.0,14.0,Audible for Android,175,4.0,8.0,Business & Money,Yearly,21,1.5x,78,61 - 100 Books,20,11- 30 Books,Night,Working,Tablet,English,True,Streaming,23,11- 30 Minutes,7,Not in Top 100,Pour Your Heart into It: How Starbucks Built a Company One Cup at a Time,"HighBridge, a division of Recorded Books",Eric Conger,1,False,2,True,False,True,0,0.7959183673469388,1.5
767,Female,31 - 35 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Morning,1.0,1.0,2.0,Audible for Android,63,2.0,3.0,Religion & Spirituality,Yearly,30,2x,85,61 - 100 Books,96,61 - 100 Books,Night,Relaxing,PC,German,True,Download,6,Less than 10 Minutes,9,Not in Top 100,Buddha: His Life and Teachings,OSHO International,OSHO,1,False,3,True,False,False,0,0.4696132596685083,2.0
768,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,5 - 6 books,5,Morning,1.0,1.0,2.0,Audible for Android,408,0.0,0.0,Mysteries & Thrillers,Monthly,26,1.5x,92,61 - 100 Books,9,Less than 10,Morning,Relaxing,Smart Speaker,German,True,Streaming,100,61 - 100 Minutes,3,Not in Top 100,"Down: A Project Eden Thriller, Book 7 (Unabridged)",Audible Studios,MacLeod Andrews,1,True,5,True,True,True,0,0.9108910891089109,1.5
769,Male,36 - 40 years,Chennai,Android,IOS Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Late_Evening_Night,0.0,5.0,5.0,Audible for Android,416,0.0,1.0,Parenting & Relationships,Monthly,52,1.25x,21,11- 30 Books,63,61 - 100 Books,Night,Exercising,Smartphone,German,False,Download,7,Less than 10 Minutes,1,Not in Top 100,No Excuses!: The Power of Self-Discipline for Success in Your Life (Unabridged),"Gildan Media, LLC",Brian Tracy,1,False,1,True,False,False,0,0.25,1.25
770,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,470,0.0,0.0,Religion & Spirituality,Yearly,51,2x,76,61 - 100 Books,69,61 - 100 Books,Afternoon,Working,Smart Speaker,French,False,Streaming,64,61 - 100 Minutes,8,Not in Top 100,The Gita for Children (Unabridged),Audible Studios,Sagar Arya,1,True,3,False,True,False,0,0.5241379310344828,2.0
771,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Late_Evening_Night,15.0,14.0,29.0,Audible for Android,1387,1.0,2.0,Business & Money,Per-book,52,1.25x,73,61 - 100 Books,43,31 - 60 Books,Afternoon,Exercising,Smartphone,Other,False,Streaming,61,61 - 100 Minutes,1,Not in Top 100,48 Laws of Power (Unabridged),"HighBridge, a Division of Recorded Books",Richard Poe,1,False,5,False,False,False,0,0.6293103448275862,1.25
772,Male,31 - 35 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,2 - 4 books,3,Morning,0.0,7.0,7.0,Audible for iPhone (1000),873,0.0,1.0,Social Sciences,Monthly,46,2x,3,Less than 10,32,31 - 60 Books,Night,Relaxing,Smartphone,Spanish,True,Streaming,79,61 - 100 Minutes,8,Not in Top 100,Mossad: The Greatest Missions of the Israeli Secret Service (Unabridged),"Blackstone Audio, Inc.",Benjamin Isaac,1,True,3,True,True,False,0,0.08571428571428572,2.0
773,Male,25 - 30 years,Chennai,Both Phones,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Night_Early_Morning,57.0,57.0,114.0,Audible for iPhone (1000),103,55.00000000000001,100.0,Literature & Fiction,Monthly,5,1.25x,72,61 - 100 Books,14,11- 30 Books,Night,Working,PC,French,False,Download,97,61 - 100 Minutes,9,Not in Top 100,The Time Machine (Dramatized),"Monterey Media, Inc. (Audio Theatre)",The St. Charles Players,1,False,4,True,False,False,1,0.8372093023255814,1.25
774,Male,25 - 30 years,Chennai,Both Phones,IOS Tablet,walk,16 mins - 1 hour,38,2 - 4 books,3,Afternoon_Early_Evening,2.0,2.0,3.0,Audible for iPhone (1000),728,0.0,0.0,Education & Teaching,Monthly,39,2x,87,61 - 100 Books,73,61 - 100 Books,Evening,Exercising,Smartphone,French,True,Streaming,23,11- 30 Minutes,4,Not in Top 100,Death by Black Hole: And Other Cosmic Quandaries (Unabridged),"Blackstone Audio, Inc.",Dion Graham,1,True,1,True,True,True,0,0.54375,2.0
775,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Afternoon_Early_Evening,10.0,10.0,21.0,Audible for Android,581,2.0,4.0,Mysteries & Thrillers,Yearly,25,1.25x,13,11- 30 Books,25,11- 30 Books,Night,Commuting,PC,French,False,Download,41,31 - 60 Minutes,2,Not in Top 100,Strangers on a Train (Unabridged),"Blackstone Audio, Inc.",Bronson Pinchot,1,False,1,True,False,False,0,0.34210526315789475,1.25
776,Male,31 - 35 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,1 - 2 hours,90,5 - 6 books,5,Morning,11.0,22.0,33.0,Audible for Android,160,7.000000000000001,21.0,Parenting & Relationships,Monthly,8,1.25x,70,61 - 100 Books,47,31 - 60 Books,Afternoon,Exercising,Smart Speaker,French,False,Streaming,84,61 - 100 Minutes,1,Not in Top 100,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,1,False,3,True,False,True,0,0.5982905982905983,1.25
777,Male,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Afternoon_Early_Evening,3.0,28.0,31.0,Audible for iPhone (1000),231,1.0,13.0,Parenting & Relationships,Per-book,50,1.5x,89,61 - 100 Books,44,31 - 60 Books,Night,Commuting,Smartphone,Other,False,Download,52,31 - 60 Minutes,4,Not in Top 100,The Practicing Mind: Developing Focus and Discipline in Your Life (Unabridged),Mountain Sage Publishing,Thomas M. Sterner,1,True,4,False,False,True,0,0.6691729323308271,1.5
778,Male,36 - 40 years,Bangalore,IOS,IOS Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,5 - 6 books,5,Late_Evening_Night,7.0,19.0,25.0,Audible for iPhone (1000),641,1.0,4.0,Literature & Fiction,Per-book,57,1.75x,83,61 - 100 Books,46,31 - 60 Books,Afternoon,Working,PC,French,True,Download,67,61 - 100 Minutes,9,Not in Top 100,A Bend in the River (Unabridged),"Blackstone Audio, Inc.",Simon Vance,1,True,4,False,True,True,0,0.6434108527131783,1.75
779,Female,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Afternoon_Early_Evening,2.0,2.0,4.0,Audible for Android,1387,0.0,0.0,Business & Money,Monthly,37,2x,1,Less than 10,90,61 - 100 Books,Evening,Commuting,Smartphone,English,True,Streaming,85,61 - 100 Minutes,4,Not in Top 100,48 Laws of Power (Unabridged),"HighBridge, a Division of Recorded Books",Richard Poe,1,True,1,False,True,False,0,0.01098901098901099,2.0
780,Male,31 - 35 years,Pune,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Morning,0.0,0.0,0.0,Audible for Android,704,0.0,0.0,Business & Money,Yearly,25,1.75x,86,61 - 100 Books,84,61 - 100 Books,Night,Working,Smartphone,Other,False,Download,12,11- 30 Minutes,3,Not in Top 100,The Goal: A Process of Ongoing Improvement - 30th Anniversary Edition (Unabridged),"HighBridge, a division of Recorded Books",uncredited,1,True,5,True,False,True,0,0.5058823529411764,1.75
781,Male,25 - 30 years,Delhi,Android,No Tablet,Public Transport,1 - 2 hours,90,5 - 6 books,5,Morning,4.0,11.0,15.0,Audible for Android,375,1.0,4.0,Literature & Fiction,Per-book,15,1.5x,71,61 - 100 Books,19,11- 30 Books,Morning,Commuting,Smartphone,Other,True,Download,106,More than 100 Minutes,5,Not in Top 100,Interpreter of Maladies (Unabridged),"HighBridge, a division of Recorded Books",Matilda Novak,1,True,1,True,True,False,0,0.7888888888888889,1.5
782,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Afternoon_Early_Evening,2.0,2.0,4.0,Audible for Android,375,1.0,1.0,Literature & Fiction,Yearly,15,1.25x,5,Less than 10,4,Less than 10,Evening,Commuting,Smartphone,Other,True,Streaming,12,11- 30 Minutes,5,Not in Top 100,Interpreter of Maladies (Unabridged),"HighBridge, a division of Recorded Books",Matilda Novak,1,False,3,True,True,True,0,0.5555555555555556,1.25
783,Male,18 - 24 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Afternoon_Early_Evening,13.0,13.0,26.0,Audible for iPhone (1000),483,3.0,5.0,Biographies & Memoirs,Per-book,22,2x,85,61 - 100 Books,26,11- 30 Books,Evening,Working,Smartphone,English,False,Download,61,61 - 100 Minutes,6,Not in Top 100,Maybe We'll Have You Back: The Life of a Perennial TV Guest Star (Unabridged),Audible Studios,Ray Chase,1,True,2,True,True,True,0,0.7657657657657657,2.0
784,Male,25 - 30 years,Bangalore,Android,No Tablet,Public Transport,16 mins - 1 hour,38,7 - 12 books,9,Late_Evening_Night,11.0,11.0,22.0,Audible for Android,292,4.0,8.0,Religion & Spirituality,Per-book,36,1.75x,87,61 - 100 Books,94,61 - 100 Books,Afternoon,Commuting,Smart Speaker,Other,False,Streaming,62,61 - 100 Minutes,6,Not in Top 100,What Makes You Not a Buddhist (Unabridged),Audible Studios,Tom Pile,1,True,5,True,False,False,0,0.48066298342541436,1.75
785,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Morning,2.0,2.0,3.0,Audible for Android,160,1.0,2.0,Parenting & Relationships,Monthly,44,1.25x,67,61 - 100 Books,25,11- 30 Books,Evening,Exercising,Smartphone,German,False,Streaming,26,11- 30 Minutes,2,Not in Top 100,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,1,False,1,True,True,False,0,0.7282608695652174,1.25
786,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,1 - 2 hours,90,2 - 4 books,3,Afternoon_Early_Evening,5.0,5.0,11.0,Audible for Android,466,1.0,2.0,Literature & Fiction,Per-book,49,2x,27,11- 30 Books,9,Less than 10,Night,Commuting,PC,Other,False,Download,52,31 - 60 Minutes,3,Not in Top 100,It Happens for a Reason (Unabridged),Audible Studios,Meetu Chilana,1,False,5,True,False,False,0,0.75,2.0
787,Female,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Late_Evening_Night,21.0,21.0,43.0,Audible for Android,592,4.0,7.000000000000001,Mysteries & Thrillers,Monthly,5,1x,77,61 - 100 Books,11,11- 30 Books,Morning,Commuting,PC,German,False,Streaming,8,Less than 10 Minutes,3,Not in Top 100,"Wedding Cake Murder: Hannah Swensen, Book 19 (Unabridged)",Recorded Books,Suzanne Toren,1,True,3,True,True,True,0,0.875,1.0
788,Male,31 - 35 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Late_Evening_Night,17.0,4.0,21.0,Audible for Android,278,6.0,8.0,Business & Money,Yearly,21,1.5x,48,31 - 60 Books,2,Less than 10,Morning,Commuting,Smartphone,German,False,Streaming,74,61 - 100 Minutes,3,Not in Top 100,The Art of Public Speaking (Unabridged),"Big Happy Family, LLC",Jason McCoy,1,True,5,True,True,True,0,0.96,1.5
789,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Morning,0.0,2.0,3.0,Audible for Android,149,0.0,2.0,Arts & Entertainment,Per-book,34,1.25x,23,11- 30 Books,80,61 - 100 Books,Night,Working,PC,Spanish,True,Download,38,31 - 60 Minutes,6,Not in Top 100,Napalm & Silly Putty,"HighBridge, a division of Recorded Books",George Carlin,1,False,5,False,False,True,0,0.22330097087378642,1.25
790,Male,31 - 35 years,Bangalore,IOS,No Tablet,Public Transport,1 - 2 hours,90,5 - 6 books,5,Late_Evening_Night,39.0,6.0,45.0,Audible for iPhone (1000),38,100.0,100.0,Arts & Entertainment,Monthly,2,2x,5,Less than 10,48,31 - 60 Books,Night,Relaxing,PC,French,True,Streaming,46,31 - 60 Minutes,6,Not in Top 100,Leadership Lessons of Steve Jobs (Unabridged),Harvard Business School,Todd Mundt,1,False,3,False,False,False,1,0.09433962264150944,2.0
791,Male,25 - 30 years,Bangalore,Android,No Tablet,walk,16 mins - 1 hour,38,More than 12 books,13,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,160,0.0,1.0,Religion & Spirituality,Per-book,38,1.75x,30,11- 30 Books,92,61 - 100 Books,Evening,Commuting,Smart Speaker,Spanish,True,Streaming,57,31 - 60 Minutes,4,In top 100,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,1,True,1,True,True,True,0,0.2459016393442623,1.75
792,Female,25 - 30 years,Pune,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Afternoon_Early_Evening,1.0,1.0,2.0,Audible for Android,433,0.0,0.0,Biographies & Memoirs,Monthly,52,1.25x,72,61 - 100 Books,28,11- 30 Books,Afternoon,Commuting,Smartphone,Other,False,Download,33,31 - 60 Minutes,9,Not in Top 100,The Story of My Life (Unabridged),"Blackstone Audio, Inc.",Mary Woods,1,False,1,True,False,False,0,0.72,1.25
